cleaned_tweet,label
proud redneck patriot docs catslmbo koichiccheryl bjatw yrwol davesgrill,True
puffy face hoes,False
puig zero lines yet hes still going fuck bitch appearance,False
pull nicca bored,False
pull ex make bitch mad,False
pull ex make bitch mad,False
pull x make bitch mad,False
pulled coco ratchet way home kayysavage yes bitch,False
pulling hoes aint something proud hoes go anybody,False
pullout game trash arigold iyanla intrrvention man kids women questions,False
pumpkin spice marlboros da hoes,False
punch hoe cause deserve,False
punk ass broke faggots,False
punk ass cop jus bulldogged bitch,False
punk bitch walking tall like got something prove,False
punk bitch,False
pussies pussyan every women got oneso u gotta ladies,False
pussy ass hoe niggas cant fuck wit yall,False
pussy ass nigguh name jesus daddy,False
pussy gotta trash rt adolfhibsta love life sad lol rt cqminaj im glad khloe k dumped frenchs ghetto ass,False
pussy like girls zaaaammnn pussy gay,False
pussy nicca aint friends aint gotta icewearvezzo voice,False
pussy mouth pussy pinky ring,False
pussy pussy,False
pussys dont get pussy,False
pussys pussy get need,False
put btch pussy first,False
put ring aint yo bitch,False
put place cause pussies dont get pussy,False
put everything love aint ugly bitch finna talk crazy car id put ass make walk,False
put redskins starting lineup instead dolphinsitll fun said,True
put weights back rack bitch smdh lol dick chaneys,False
put ya hands grade bitch,False
put yo bitch figure bedrock,False
put hands bitch aint gon shoot,False
put tits back shit bitch,False
putin making barackobama look like bitch foreign policy,False
quan dino rt faggot ass niggas aight man,False
quan stop rt faggot tl,False
quisiera amarte puedo mi mama dijo dont love hoes,False
quit blowing feed bitches,False
quit hoggin blunt bitch,False
quit hurting women cuz im tired bitterness nigga gotta go cuz hoe ass nigga,False
quit talking shit fucking faggot youre seriously mad bc one wants fuck even think,False
quit teasing bitch,False
rb trash compared early,True
rsurge charlie bakerr points demostate mass coakleyd dog via bostonglobe,True
real nigga speaking deon paperchaysin sound like bitch,False
republicans take massachusetts governorship coakley conceds gov race charlie baker,True
rft tweet day hereforeb nigga change fuck em bitch nigga day,False
rick told yall go back killem yall niccas didnt listen chewing bobs leg shit extra tasty crispy,False
right sotyannaxo bitches saying positive vibes bitches making fun someones weight,False
rino trash like speakerboehner karlrove frankluntz see conservatives democrat party see blacks slave property tcot,False
rt oyslovekeena never ever ever give nigga unless know fact yeen finna play bitch,False
rt destineydunbar shit birds,False
rt huffingtonpost jane seymour rocks bikini crazy aunt jane thefaithanne,True
rt timatheracer wow another faggot shinobicelsius timatheracer wow another cam hater lol dat dude nice,False
rt thatgapeach alla niggas hot boys dont bring ice bitch,False
rt killallsimps black bitches think ok clap hands getting argument bitch stfu steal yo purse,False
rt professor idontbekaren kelseysocrazy bitches say hahaha,False
rt professor columbus found america killed injuns sincethecubswonaworldseries,False
rt cannon fuck mean macklemore trash nigger,False
rt oitscrunch def whiny bitch rt manddddddd lawsofsex girl cries girl cares whiny bitch,False
rt hallisn j cole fucking queer,False
rt bandrell yaw hoes want thing money dick,False
rt milekid hahahaha basic bitches funny,False
rt thamendment jihadi killed brendantevlin nj w least otherspart terrorist ring yrs ago,True
rt melobaby granhman aint nothin cut bitch ayeeee,False
rt sports twitter tipped cap say farewellcaptain jeter yankee stadium finale video,True
rt armaun hoes get boyfriend swear hoe anymore bitch boyfriend doesnt erase happened,False
rt bigmick today told woman quintessential embodiment sexual femininity drowning pussy,False
rt captaindrew supp wigga,False
rt johnnycinco cant go wrong loyal bitch,False
rt kellibelle needy clingy men bitch issues,False
rt khariz kim k lil sisters hoes,False
rt marsb might ugly hoes aint trippin,False
rt rudeassninja yungngettinit carleycarllz bro dont argue rejected ass disney models bitches better go play food,False
rt smedia hoe gets friendly bae,False
rt trikofficial itsnotadam prob def good early set energy tool want tune less ho,True
rt wayhustle bitches love niggas got bitches,False
rt wayhustle got bitches geekin sneakin cocaina cross customs thedoniv,False
rt deepwilliard sqquad come pussy go ass come ass go mouth way wont tell nobod,False
rt goodlookingman bees mets yankees lost good day baseball,True
rt stblockrody bitch always pocket,False
rt stblockthomas stblocjeremiah know bitches mad like im wcw,False
rt stblockthomas stblocjeremiah lowworldsfinest nah boa nigga wayne run mouth like hoe girl aint hoe chill wi,False
rt stblocklokee niggas jumped brother said dre hood bitch st belongs us imma going find bi,False
rt bub dont sweat hoes come wit money,False
rt potter grown men wearing jerseys grown mens name dont forget fucking pom poms,False
rt duces happy birthday little ass cousin doesnt remember nonlydirtymike hope good one fag,False
rt vnds check homie renz sole sauce stuff miracles renz renz,True
rt yungsimmie flex aint turning take yo bitch fly town macin stackin ready get crackin aint tu,False
rt yungsimmie hate lying ass bitch,False
rt afight muslim jihadi keep calm pjnet tcot tgdn ccot rednationrising teaparty nra,True
rt bluntsjorge ginasanabria im ugly dont worry hoes,False
rt liveque yall gone look past fact bitch sucking dick cause edges laid swear hate bitches,False
rt necklaceez im bitch yaaa thanggg,False
rt mleny bae lemme see phone dont hella hoes one sec,False
rt hightae bruh bitch booty flat muscular,False
rt muchthesehoez rt idntwearcondoms dm u dont announce timeline bitch im tryna fuck low,False
rt much u messy bitch hell nawl cant rock w,False
rt amadocarrillo checked watch n bitch said sometimes,False
rt amadocarrillo rick james bitch,False
rt ozvan dont frontin ass bitch,False
rt savage mama told look rich act poor n neva trip ona bitch dat aint ursgang,False
rt savage since yungin bitch nat nigga,False
rt binko saylilzack love female cops b sum hoes fuck da jakes,False
rt binko breadtruckkbri knwin heard dat hoe changed,False
rt binko voiceofdstreetz u hoe,False
rt binko voiceofdstreetz spazzed dude dont hoes line,False
rt empire quintinmvp soetan yea u know lil bitches stalking twitter niggas,False
rt xl get attached people jump trash feel way,True
rt ant ass bitch rt newsbreaker aaron hernandezs girlfriend lied grand jury times,False
rt ant lives home shes little less likely cheat ho,False
rt ant aint getting hoes come back room staying circus circus bruh,False
rt ers oregon state wr brandincooks popular ers pick recent mock drafts draft tracker,True
rt ugliest bitches ive ever seen,False
rt jake hungover feeling yyyyyeelllloooo outlawdipper mudjug dbh yellow,True
rt lora im pregnant ass bitches matter fact ima slip steps ass bitches,False
rt sos best thing ever driving past crowds people shows seeing bandannas coloured hair sos shirts youve made,True
rt strangeangel swags fag sauce,False
rt joselopez victorasap voice mail little bitch ass nigga,False
rt oldar lovelyweird need workout plan third bitch fucking miracle,False
rt thgrader doesnt matter make spin bottle invite hottest bitches play ladykiller,False
rt thgrader lol new kid school thinks take tetherball bout show get playground pussy baller,False
rt thgrader mom brought mcdonalds lunch bitches,False
rt thgrader today seems like good day ever bang bitches go ice cream,False
rt queens rather girl clingy hoe,False
rt stephanieg portable septic tank allllll pesky feelings,True
rt prince together dont like bitch dont like bitch either,False
rt tilinfinity wanted ex back believe id fucking go get ass aint bout dig trash,False
rt acino hoes hoesbut wife mine wisebrethrenwords,False
rt alovely least say im crazysome nigga gotta find bitch wild shooting ass,False
rt arwick cares looks better blue ivy north whatever celeb baby read kid book u simple bitch,False
rt adao dykes surround,False
rt abcbirds colorado lawmakers consider nations st wind energy legislation protect birds bats,True
rt abcbirds neonics deadly birds like american kestrel bees ask lowes take shelves ecowed,True
rt acmobbdeep sugarhillgang willyc high flyers crr militia boner squad ball sack weiner fc anal brownies,False
rt achussle bron pregame speeches trash though lmao,True
rt achussle niggas love cuffing hoes acting surprised turn hoes,False
rt achussle real rt ihitmodelsraw jokes aside hoes know coolest women ive ever met,False
rt achussle yall good day brings bitch twitter,False
rt achosenword rain showers weepy fog soft light cool touch wild wind carry music birds cease soar feel,True
rt afboycie brocklesnar ill fight ya big daft cunt,False
rt agpearl black americans worse bho well researched articlebound elicit cries uncle tom,True
rt agricouture wow rt ringkledsuccess lmao rt badgalcash bet ever come house dirty bitch,False
rt ahmichael lava cakes bitches rtextralife,False
rt aiiamericangiri fec may yank st amendment guards drudge rest internet wiunion,True
rt aianhangover bae means anyone else ive thinking ghetto word babebaby,True
rt aianhangover yeah scale one ten bitch,False
rt aianhangover smart wont pretty forever bitch,False
rt aianhangover could never date someone isnt goofy nobodys tryna date bland boring ass bitch,False
rt aianhangover ive ever offended im sorry youre sensitive lil bitch,False
rt aianhangover karma bitch bitches,False
rt aianhangover girl sucks dick somehow dudes get head dudes fuck bad bitches yet ugly girls getting pregnant,False
rt aianhangover lets play game called stop lil bitch,False
rt ailthese clocks still dont time hoes,False
rt ajcolemanbaby niggas pressed pussy aint nothin instead worryin bitch fuckin dont u go get u munnaaaa,False
rt almartinez granhman iammrechols almartinez finding hoe section,False
rt amgllcceo social network got bitches heads like,False
rt amgllcceo die bad bitch walk yo funeral,False
rt ap lifelong yankee fan puts aside rooting interest returns lost red sox world series ring rightful owner,True
rt apthecreated bellabelcastro realest bitch know lol,False
rt apnoticias ltimahora el republicano charlie baker elegido gobernador de massachusetts election apracecall,True
rt arizzleindacut females think dating pussy cute,False
rt asapyams bitches lovin self enuff us juheard,False
rt asapyams fresh razor blades goth bitch stocking,False
rt asapford hate nigga ask hoes nigga idfk,False
rt asillypsycho dont bitch ill bigger one ill win,False
rt atlprincess real bitch know gotta pluck dat nipple hair,False
rt atlienz give birth bitch,False
rt atypicalfemaie bitch gets smart look cute ratchet,False
rt ayeverb twitter hos jus take pic ass somebodysmh,False
rt ayysian lifes bitch slut would easy,False
rt azealiabanks ladies full moon means pussy power full effect yall better get dick tonnnnniiiiiiggggghhht,False
rt abrown people r retarded thinking eat clean food day lose weight calories calories people,False
rt amitchellll longdong uni suuuucks lolol suck bitch,False
rt amitchellll bestfriend got jumped like dudes n ur upset u pay fines gtfo bitch,False
rt ayoungprince pussy wet gotta think things cum fast like damn really failed th grade,False
rt asinglebear would look feathers instead fur would able eat bird feeder without getting judging gla,True
rt asinglebear accidentally ate fireflies last night chewing leaves found shameful yellow glow mouth wa,True
rt aaronthegoat bitch cant serious,False
rt abbeygoldd fuck joo musts broke niggas heart stealin bitch hurt,False
rt abortionfunds grateful profound hospitality volunteers open homes patients traveling long distances abo,True
rt actuallyamdolan wen u look liek trash n sum complimentz u,True
rt adamsandy bro forreal beef someone handle damn self dont lil bitch bring people,False
rt adamsank julia roberts seem completely shocked shes nominated hey julia youre gown jig emm,True
rt adamschein great job yankees giving brian cashman new contract haters wrong cc chriscarlinsny,True
rt adamschein think flat wrong blame brian cashman yankees snytv,True
rt adamweinstein working theory selective race abortion ban passed florida today excuse redneck reps say,True
rt adddisonn smoke good weed bad bitch,False
rt adogg vivabased stealing car fuckin yo bitch,False
rt adolfniggler ugly bitch tells text,False
rt adolfhibsta first hoe sex man feelings,False
rt adolfhibsta ratchet ass bitch rt tmz nicki minaj smashes boyfriends benz,False
rt adorebellaaa never trippin hoes,False
rt adoreelenaa kudabrazyy hella bored laundry like bitch sincerely hate soul,False
rt adrianknowsu jessi haha lml wrd nah de pussy shit lol,False
rt adrianknowsu jessi lml se pasa de shunsha mi joda w ur bitch waaa,False
rt advicetowriters bird doesnt sing answer sings song maya angelou poetry writing,True
rt advil remember people bood one direction gaga none love bitch,False
rt ahki rt kngmello lmfao ravieloso side bitches scoop daytime,False
rt aidangee feel playing flappy bird,True
rt airsimba treslyon keyair angels female party promoters party promoters hoes angel bitches,False
rt airsimba treslyon tell hoe sanctity relationship gotta stop fucking woman,False
rt airjack rt sqquad iont got type bad bitches thing like,False
rt airrogance bitch im legal im ridin round like rambo,False
rt aishamoodmills fox news mocks victim ray rice elevator assault think message take stairs ht,True
rt ajalapilgrim selectakerry everything u say ghetto u hadda associate jordans isnt obvious,False
rt alaysiamichelle wanna get filthy rich nice big house full bad bitches could fuck anytime want,False
rt alejvndrv ortiz id rather niggah,False
rt alexdavisraps pacer short pussy,False
rt alexdavisraps fuck forgot wear belt ima feel like coon day,False
rt alexpappas rick scott refuses appear debate stage charlie crist illegal electronic fan via,True
rt alexalfarkh im pussy,False
rt alexsimonson everyone pray brother nothin wrong bitch lmaoo,False
rt alexaschwerer jennchesss probably ghetto piece shit nothing better lives,False
rt alexiisstarr occupyslu ima fuck white bitch slap choke said livestream interview w fe,False
rt alexisdiamond bitch ass buut thaats bae kinda lol,False
rt alfanolisa chris mariachappellen gee isnt cracker racist term tired race baiters,False
rt aliabunimah people ghetto rising fighting back whose side gaza,True
rt alienaum chance acid rapper soccer hackeysacker cocky khaki jacket jacker slap happy faggot slapper,False
rt alissaonelove nigga talk female mouth ate pussy,False
rt aliyahkorea whiteculture thinking weave ratchet ghetto extensions perfectly fine,True
rt allfucksgiven trentonstewart hoes actin,False
rt allhailtaron bruh thank im start cumming hoes scare,False
rt allhailtaron got deals low know hoes lonely fuck cuffing season specials,False
rt allknowa know bitch boy named luke,False
rt allknowa know bitch named natalie,False
rt allanson got gatorades twinkies rice puddings pringles cookies,True
rt alleycelestine viridoesitt kissin small lips trash lol yessssss,True
rt allieperalta pushaxrocca smh hoes like fucking actual loyal girls smh,False
rt allymarshalll good riddance bitches,False
rt almightyalijah told yo bitch get knees dont want sex,False
rt almightyvinny im soft hoes dumb man,False
rt almightyvinny fucc hoes dats feel,False
rt almightyvinny tell freak bitch dont lie,False
rt aloneinmyownwar bitches always uploading pics famous couple simple shit like holding hands talkin bout want bitch r,False
rt alvarezjackee turn bitch real quick,False
rt alxjames mean sometimes eating carton double stuf oreos option,True
rt alyssamichh tronkitty bad bitch,False
rt amediting youre responsible story inside dont let selfdoubt cripple creativity amediting amwriting writetip,True
rt ampowerblog velvethammer parent phoenix says administrators made son wear pink fairy wings first day high school,True
rt amandamarcotte men interrupt women quibble irrelevant issues sole purpose derailing conversation sa,True
rt amandaner royaltyclubvp yeah fed jealous skinny bitches became one,False
rt amazingtiming bad monkey amazingtiming,True
rt amazingtrey im done wasting time im going cut bitch faster blink,False
rt ambeerrxoxo ill piss hoe,False
rt amberraynexxx taking dad dinnerwatching nhl awards sports bar dad bitch la kings,False
rt amberrrnicollle loyal bad bitches exist want one,False
rt amberrrnicollle tweet youre never good enough guy maybe youre hoe,False
rt amberrrnicollle youre fake bitch hahaha,False
rt amoreshonta westdontcare big bird spoken weak,True
rt amoslouis broke hoes words face,False
rt amyrosekathryn justice british seagull spraypainted red thugs bird wont able fly anymore h,True
rt amyscents need hit lottery yo work shit fucking birds,False
rt anabsurdbird realised library books overdue anyones looking bad bitch,False
rt anabsurdbird course day nip shit hair wearing scruffybut favourite stolen hoodie best time bump,False
rt anastaciacole like asian struggle squinty eyes every picture,True
rt anayalter im sorry ya woman shouldnt helping financially unless thats ya wife hoes dumb,False
rt andreshakti took electric stim pussy eeek back kinklive mins,False
rt andrewluck charlie crist says ocare great ccot tcot teaparty pjnet independents jjauthor bettinavla flgovscott htt,True
rt andrewjordan weilanthony pussy,False
rt androgyneadvent verballyabrupt yall got gay hoes,False
rt androgyneadvent thing houston austin gays hoes aint wholesome bitches,False
rt andymilonakis bet beyonces pussy tastes like fresh caramel apple,False
rt andymilonakis give bitches amex gonna act like chilly snob try go get cardigan,False
rt andyydotcom gotta weak bitch let couple tweets get character,False
rt angelguapo wigga cant dm wigga cause cant even get follow back,False
rt angelhaze bye bitch im blocking u rt onikallah angelhaze drew,False
rt angellongoria neymar fell like bitch,False
rt anisasothick mssashabelle ur wack bitch sells pussy lives mom homeless cut lies,False
rt anisasothick let write mom since address let know daughter miami selling pussy,False
rt anisasothick next call immigration w id sex reviews ad bitch warned lie facts,False
rt anncoulter invite show lying pussy rt matthops republicans afraid dont want talk,False
rt anntelnaes halloween candy corn bird,True
rt annnnadav hate trailer trash,False
rt annnnadav ima make bitch,False
rt anointedmouf would happy many bitches would humbled rt djdmt would feel discontinued sale weave,False
rt anotherpotheadd read lips bitch mouth isnt workin,False
rt antbreezyobb theses niggas hoes bitches greedy,False
rt anthonybialy senatorreid im sure tweet protect karmic payback bitch,False
rt anthonybialy well maryland bunch hateful rednecks anyway,False
rt antichill convo wit ex n reminded ex smh idk even answerd bitch,False
rt antijokejamal dick sad life hair mess family nuts neighbors asshole best friends pussy,False
rt antijokejamal honk horn seconds light turns green shut car lay hood feed birds fo,True
rt antonioc yo motherdedication hoe rich homie tono feat childish miguelito young pattycoming soon sorrythewait,False
rt antzinherpantz yall hoes want,False
rt anunnakigod bitch ocean,False
rt aprilstearns rt gn far right hero allaround rwnj dsouza took twitter thanksgiving mock trayvon martin murdered k,True
rt arbogucci brandon phelps hoe ass nigga wen see ima smack like da lil bitch,False
rt arcticfox christians massacred jihadi muslims slept including pastor wife kids,True
rt arianagrande oh torrence cant stand cheer leading squad love pom poms ill feed bon bons night,True
rt ariaunadavon whitdawgem ariaunadavon whitdawgem bitch go sleep work morning lol yes master,False
rt arie dont bitch someone bitch,False
rt ariesspears young cats drafted nba today walking lotto tickets wait till niggas find pussy come,False
rt arlisdonotchill bitch played much subway surfer,False
rt armybulldog acmehandle nothing russians support rebels surprises putin views obama pussy,False
rt arrogantiii ona niggas ill really beat dat hoe,False
rt artadame mcm lil bitch,False
rt asaakira bird flew hotel room id rather get gangbanged mandingos days straight experience,False
rt asapcruz omg seriously bitches still love sosa,False
rt ashamador started oz end riding fo deep pull club like muthaufckin ho dont know,False
rt ashleighrollin viridoesitt kissin small lips trash lol trash,False
rt ashlynnfullmer beach bitch tonydecola,False
rt ashtonmartin whitfordzach thats years away legal drinking age year old pussy ahaha eat ice cream pussy bud,False
rt asiacakesss yall makin nigga microwaveable dinner meanwhile eatin another bitch homemade dinner,False
rt askwhy hat paint beard shit eat pussy grow one dawg quit tryin shortcut,False
rt asspicsandvines rubbing booty start playing pussy ya thumb,False
rt assholeofdayear always bit irony air chicks call strippers hoes grind yo dick free song stri,False
rt assholeofdayear beyonce made many hoodrat anthems hoe point life,False
rt assholeofdayear hope kids dont disappoint coming ugly got many plans get hoes indirectly,False
rt assholeofdayear rudy gay faggot changing last name got money,False
rt assholegod hate fags answers yes,False
rt athietechamp destroying team talked trash game,False
rt atlassmugged women play casual game like kim k game anger bird dont play real games like male power fantasy jingoi,True
rt audrianareye thats bitch man swear,False
rt augustalsina sharaplus askaugust tall keep getting different answers different people augustalsina abo,True
rt austintoellen praying todays mg pictures dont come yellow,True
rt autyaut hate people say cant befriend hoe bitch im held accountable pussy,False
rt avengerstratus theres nothing hotter pale albino chick play guitar,True
rt averyrondinelli tneut going host baddest bitch competition,False
rt averyave ikeepittooreal trash bag full barely tie sttooopp,True
rt awwadorable want pet monkey,True
rt awwbroyouahhoe big booty bitches always win,False
rt aymayne next generation raised bunch mindless pussies discipline,False
rt aygeraldjay ape like oh niggas gon learn today,False
rt aymrcarter apologies trash whats understood aint gotta explained,True
rt ayeyoitsdupree rape never something mock like stand jada jadapose,True
rt ayeedeb ray j perfect example happens give lame nigga pussy,False
rt ayoodesiee got like hoes baes,False
rt ayyeevonte people problem gay people know fuck got problem straight hoes,False
rt ayyyethatschubb mama said pussy cats inside dog house,False
rt azlanthegoat hoe aint loyal nigga cheated girl times broke,False
rt azlanthegoat females always talk point nails eyebrows okay bitch personality still shit though,False
rt bblancer cue liberal lefts uncle tom attacks tim scott tcot teaparty gop,True
rt baltsneakershow water wet rt sole nike dc trash,False
rt barryclerjuste whatchu sayin hoe know im man hoe,True
rt bbflockajames point proven ima catch bitch rt ajswagggg bbflockajames ok bud,False
rt bcniggas know plenty hoes love niggas bitch fuckin niggas,False
rt bgramboe stblockthomas gotta link bro rambo fashoo nd gotta pull ona pussy boys,False
rt bigbrownlee homie wersmylightaaaa got bitch rocken,False
rt bighomiemarkie dese bitches aint shit get em high feed em dick,False
rt bigtqmb call nigger cause thats u really want say end day pillz,False
rt bjayblast damn near love hoes im em,False
rt bjayblast love family wouldnt even need water pop red pill hoe getting taken swiftly,False
rt bjayblast really dont tryna hoe nobody eat eat literally,False
rt bjayblast rt bdell man insecure cause make feel like gotta compete guys stop hoe stop choo,False
rt blackhilton glad none followers say fucked noway yall hoes really make goal,False
rt blackhilton yall hoes thighs thick cant even walk yankee food,False
rt blvkout empressraw naezus best man ever rt trillag id fuck right pussy nigg,False
rt bnasty could please refrain dumb bitch,False
rt bornhvstler see bitch coming like mean got seconds get get right hoethea sat,False
rt bossbitch loyalty lets get money got uu got hoes us,False
rt brandonbaray update u still bitch,False
rt brohen eli manning fucking trash rap,False
rt brohen game bitch hahahaha,False
rt bvsedxjesus want real relationship games lies side hoes,False
rt byejalieesos fine dont rt little nigs mtvhottest one direction,False
rt blaff jrohrcockblock im faggot johnnyrohrcock,False
rt bsolo paperchaysin thats right dont marry hoes rent em,False
rt baabyd lol im brooo bitches janky,False
rt babbbygirl honestyhour bitch better try fuck girl cause go,False
rt babyanimalpics really bitch,False
rt badadvicedog r u african ur african bitch,False
rt badadvicedog look like trash someone compliments,True
rt badbishrollaan whitdawgem im hungry wont give bitch time day im trying take care business,False
rt badnewsali look ya boy quanb rt drydenneal nigga faggot rt soleaux bruh rt worstrapiyrics chance rapper,False
rt badnewsali really faggot say match bad stop watching,False
rt baddiebelladona instant mashed potatoes trash,True
rt baileyadams charlie crist said rick scott shady sunshine state,True
rt ballout stblocjeremiah tryna make go church tommrow hell nawl dude bitch text back,False
rt ballout stblocjeremiah bitch think look like rihanna,False
rt ballout stblocjeremiah im bitches getting erased,False
rt ballout free tino lul hoe,False
rt ballardddd victorgee lyyssaaaaaa dont know welcome saturday bitches privileges,False
rt ballininhd behind every lame ass nigga lame ass bitch constantly telling real,False
rt bambamst stblocjeremiah ima beat yo lil young ass quick plyin hoe,False
rt bamoo like good weed bad bitches dat roll,False
rt bamberdelver lees hoe een gepeste jongen zich probeert te verdedigen ingezonden brief volkskrant pesten academiemm,False
rt bananasunshinee people love try confront yes bitch said,False
rt bananasunshinee yaaass bitch yaasss soulja boy turnt,False
rt bandmankevo never catch feelings dumb bitch,False
rt bandworld bitch shit yo eyes aint shit eyez,False
rt bandresdiana message say delivered see posting sc storys hoes,False
rt bargamentoo realize sent message wife instead side hoe,False
rt barryclerjuste basic bitch tweet shit like one talk times day,False
rt barryclerjuste yall want foreign bitches sooo bad cant even pull local hoes,False
rt baseballfact george steinbrenners first yankees news conference said wouldnt interfere baseball decisions promising,True
rt baseballphotos year old girl struck babe ruth lou gehrig back back banned baseball yankees,True
rt basedchasen big trash years lol basketball conference,True
rt basedchasen ebola scary yall worried ebola ima b getting hoes,False
rt baseddizenn line shit god cards bitch,False
rt basedjane screaming wes bitch ass annalise losing damn mind need put big girl panties back htgawm,False
rt basedlordjesus try crucify tweakin hoe,False
rt basedpaco im normal ass dude hoes happens funny every,False
rt basedpaco like flat tire need fix liveanduncut run em put gun em ask pussy nigga whats ya bitch,False
rt basedpaco nfl equal season everybody showed glimpses trash,True
rt basedpaco lol lebron bitch ass always making spectacle look ass nigga,False
rt basedzae lil b said word around town aint got bitches thats damn lie nigga nuts witness,False
rt basedunicorns fat bitch act like couldnt follow back ive always wanted fat bitch follow,False
rt basedunicorns humpday hoe,False
rt basedgodjaspoo vintagemonroe beat pussy well shit still hurting week ago,False
rt basedomg drake look like would lay letterman jacket puddle bitch wit man smh,False
rt basedomg im fukin yo bitch u mad shit,False
rt bayonettes tweet somn laughs bitch wanna spoil fun getting serious,False
rt bbillions making handshakes bitches,False
rt bdarnon bitches played hoe,False
rt bdell hoes august alsina bae bitch dusty nigga got kids drives yo car still wears rocawe,False
rt bdell waiting days pussy like grounded looking kids playing outside bedroom window,False
rt beeasyjrizzy u ever kill ant sidewalk think damn nigga way get pussy,False
rt beyoutifulpris recognize im star player leave hoe fans alone,False
rt beaadawgg trashiest really ghetto girls always get likes comments insta boys pictures,False
rt beardkw lmfaooooo rt realraymondj one yall toothless hoes made,False
rt beardedbearsman beardownjedi afl american draft system bearbrother couple yanks playing lists,True
rt beardedgemini ginasanabria hoes,False
rt beardednixon poont gotta trash,True
rt beautifulfool apologizing lol fuck hoe shot pussy,False
rt beautysraj ariana probably next beyonce bitch dont back fuck,False
rt beauutifulnae dont trust bitch,False
rt beemsperfect yall aint tell young thug nails look better mine lol fckin faggot,False
rt beeetzzz feel bad guys give girlfriends world bitch still treats like shit like damn,False
rt beenbasedb kudabrazyy shawn micheals razor ramon bitches noone godfather though,False
rt belindaav wigga ugh thank bf still talks dumb bitch dont like,False
rt bellefemlavie ganglandabby niggaz bare backing every bitch,False
rt belowthaabelt snip snip hoe,False
rt bentaterb crazy rb picked yet rb roy yrs ago rb mvp ppl get important position insane ho,True
rt benevolentdjinn hate seeing women carrying could fuck somebodys man ok trashy ass bitch,False
rt benjaminnorton remember yellow badge nazis used israel making muslim women carry yellow badge order pray alaqsa h,False
rt bestoffod th grade hoes aint loyal,False
rt bestofmessages lil hoe,False
rt bestofnike nike beanies nikeporn,False
rt bestofworldstar charlie sheen ice bucket challenge right way,True
rt bestsagittarius sagittarius compassionate towards people want especially towards ones care abo,True
rt bestvinefights finally see white kid called nigger call duty,False
rt bestporntitle hulkamania running wild pussy,False
rt beyoncehasstd hoe know car lmaooo,False
rt beyonceland bey lost ring met gala jay found instead giving back gave mock proposal,True
rt beyondbanksy breakingnews streetart graffiti new mural duo etamcru rome italy morning breakfast coffee trash,True
rt beyondfatal nonlykeisha beyondfatal bitch bruhhh nigga nigga,False
rt bihop twitter jail pointless suppose tweet need instagram jail hoes shout shout fucking,False
rt biiimurray iphone million times storage apollo spacecraft computer went moon throw bird,True
rt bidenshairplugs anybody trashes neighborhood perceived injustice fucking moron ferguson,False
rt bidenshairplugs cant believe cops shot fine young man goes cure cancer fergusonoctober,True
rt bidenshairplugs id like issue formal apology israel piece shit antisemitic president retarded secretary,False
rt bidenshairplugs number women denied birth control hobby lobby number democrat retards butthurt verdict,False
rt biertempfeltrib one jimbowdenespnxm yankees wouldnt letting polanco sit minor leagues theyre w,True
rt bigbagofscum im gonna start web md site three diagnosis quit pussy lay drugs call,False
rt bigbootyprobs happy valentines day big booty bitches,False
rt bigdaddycooter vngelinaa yeah fuck lunch ill eat pussy staircase foriegn language hallway,False
rt bigdaddytise mrpopular bald headed bitches mad look like dont blame blame parents bmb,False
rt bigel luv riding metronorth sour drunk yankees fans loss toobad metsfan queensallday,True
rt bigfatdave gave guncontrol chance failed gunsense nonsense momsdemand statist trash,True
rt bigghostltd shit hoes post instagram pt,False
rt biggreek hank baskett cheated tranny got shoutout,False
rt bigjonbul stars wink knowingly smile see two lovers kissing secluded bridge balmy autumn nig,True
rt bigmac dont like weather right scaring lol yellow,True
rt bignorton tweet like nigger,False
rt bigpoppadot ill never think bitch mine,False
rt bigsean suck dick bitch rt maizenblue bigsean terrible hip hop dead,False
rt bigstaxxboss got problems bitch aint one goes bitch niggas rns,False
rt bigjim alyssa hahaha look tryin bitch lol nice try though haha,False
rt bigboybeezy ignorealllaws pick one girl behind bar aint hoe,False
rt bigboybeezy hoe internet hoe irl,False
rt bigboybeezy kanye tupac serious yep bitch keep moving,False
rt bigchapoch merchedd smoke wit bitch nap let play music bet turn boosie slow shit,False
rt bigfinehorseee damn rico ass hit hoe point,False
rt biggmoe floyd mayweather stay badd bitch lol,False
rt bigggdickbandit lil stupid ass bitch aint fuckin wit,False
rt bigmacknigga smoking isnt game could get killed monkey see monkey dooo dont smoke smoker yall reason,True
rt bigxcool rt youre slope still feel,True
rt billnyetho according data bitch ass nigga,False
rt birdgang bird throw birdgang eaglesnation,True
rt bitchbeeasy niggas w bitch tendencies,False
rt bitchimasavage real niggas move silence bitch niggas make scene cuz really wit violence,False
rt bitchkittyv im sorry peoples names fuckin stupid parents get flyin bitch slap naming kids like,False
rt bitchniggaalexx go talk hoes,False
rt bitchniggaalexx bitches talking ride die every nigga talk bitch done died like times already,False
rt bitchniggaalexx girls talking catching feelings bitch need catch td pass im throw smh,False
rt bitchesluvcake real niggas let real bitch cum first,False
rt bitchiedior street nigga dont love nobody aint day one bitch nigga,False
rt bitesblog pat martin gonna show yankees thing two james beard house tonight,True
rt bittytang weedcloudz us calling females hoes dressing bunnies cats halloween didnt discourage one bitlolg,False
rt bkbap like seat also dont assume woman contributes sex convo means pussy open f,False
